ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,Job Level,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
434,46,No,Travel_Rarely,1125,Sales,10,Bachelor,Marketing,High,Female,94,Medium,High,Sales Executive,Very High,Married,9071,2,Y,Yes,19,Excellent,High,Low,15,3,Better,3,2,1,2
435,31,No,Travel_Rarely,1274,Research & Development,9,Below College,Life Sciences,High,Male,33,High,High,Manufacturing Director,Medium,Divorced,10648,1,Y,No,25,Outstanding,Very High,Low,13,6,Best,13,8,0,8
436,33,Yes,Travel_Rarely,1277,Research & Development,15,Below College,Medical,Medium,Male,56,High,High,Manager,High,Married,13610,7,Y,Yes,12,Excellent,Very High,None,15,2,Best,7,6,7,7
437,33,Yes,Travel_Rarely,587,Research & Development,10,Below College,Medical,Low,Male,38,Low,Low,Laboratory Technician,Very High,Divorced,3408,7,Y,No,13,Excellent,Low,High,8,2,Better,4,3,1,3
438,30,No,Travel_Rarely,413,Sales,7,Below College,Marketing,Very High,Male,57,High,Low,Sales Representative,Medium,Single,2983,0,Y,No,14,Excellent,Low,None,4,3,Better,3,2,1,2
439,35,No,Travel_Rarely,1276,Research & Development,16,Bachelor,Life Sciences,Very High,Male,72,High,High,Healthcare Representative,High,Married,7632,4,Y,Yes,12,Excellent,High,None,10,2,Better,8,7,0,0
440,31,Yes,Travel_Frequently,534,Research & Development,20,Bachelor,Life Sciences,Low,Male,66,High,High,Healthcare Representative,High,Married,9824,3,Y,No,12,Excellent,Low,None,12,2,Better,1,0,0,0
441,34,Yes,Travel_Frequently,988,Human Resources,23,Bachelor,Human Resources,Medium,Female,43,High,High,Human Resources,Low,Divorced,9950,9,Y,Yes,15,Excellent,High,High,11,2,Better,3,2,0,2
442,42,No,Travel_Frequently,1474,Research & Development,5,College,Other,Medium,Male,97,High,Low,Laboratory Technician,High,Married,2093,4,Y,No,17,Excellent,Very High,Low,8,4,Better,2,2,2,0
443,36,No,Non-Travel,635,Sales,10,Master,Medical,Medium,Male,32,High,High,Sales Executive,Very High,Single,9980,1,Y,No,14,Excellent,Very High,None,10,3,Good,10,3,9,7
444,22,Yes,Travel_Frequently,1368,Research & Development,4,Below College,Technical Degree,High,Male,99,Medium,Low,Laboratory Technician,High,Single,3894,5,Y,No,16,Excellent,High,None,4,3,Better,2,2,1,2
445,48,No,Travel_Rarely,163,Sales,2,Doctor,Marketing,Medium,Female,37,High,Medium,Sales Executive,Very High,Married,4051,2,Y,No,14,Excellent,Low,Low,14,2,Better,9,7,6,7
446,55,No,Travel_Rarely,1117,Sales,18,Doctor,Life Sciences,Low,Female,83,High,Very High,Manager,Medium,Single,16835,3,Y,No,23,Outstanding,Very High,None,37,2,Better,10,9,7,7
447,41,No,Non-Travel,267,Sales,10,College,Life Sciences,Very High,Male,56,High,Medium,Sales Executive,Very High,Single,6230,7,Y,No,14,Excellent,Very High,None,16,3,Better,14,3,1,10
448,35,No,Travel_Rarely,619,Sales,1,Bachelor,Marketing,Medium,Male,85,High,Medium,Sales Executive,High,Married,4717,9,Y,No,11,Excellent,High,None,15,2,Better,11,9,6,9
449,40,No,Travel_Rarely,302,Research & Development,6,Bachelor,Life Sciences,Medium,Female,75,High,Very High,Manufacturing Director,High,Single,13237,7,Y,No,15,Excellent,High,None,22,3,Better,20,6,5,13
450,39,No,Travel_Frequently,443,Research & Development,8,Below College,Life Sciences,High,Female,48,High,Low,Laboratory Technician,High,Married,3755,1,Y,No,11,Excellent,Low,Low,8,3,Better,8,3,0,7
451,31,No,Travel_Rarely,828,Sales,2,Below College,Life Sciences,Medium,Male,77,High,Medium,Sales Executive,Very High,Single,6582,4,Y,Yes,13,Excellent,High,None,10,2,Best,6,5,0,5
452,42,No,Travel_Rarely,319,Research & Development,24,Bachelor,Medical,Very High,Male,56,High,High,Manufacturing Director,Low,Married,7406,1,Y,Yes,21,Outstanding,Very High,Low,10,5,Good,10,9,5,8
453,45,No,Travel_Rarely,561,Sales,2,Bachelor,Other,Very High,Male,61,High,Medium,Sales Executive,Medium,Married,4805,0,Y,No,19,Excellent,Medium,Low,9,3,Best,8,7,3,7
454,26,Yes,Travel_Frequently,426,Human Resources,17,Master,Life Sciences,Medium,Female,58,High,Low,Human Resources,High,Divorced,2741,0,Y,Yes,11,Excellent,Medium,Low,8,2,Good,7,7,1,0
455,29,No,Travel_Rarely,232,Research & Development,19,Bachelor,Technical Degree,Very High,Male,34,High,Medium,Manufacturing Director,Very High,Divorced,4262,4,Y,No,12,Excellent,Medium,Medium,8,2,Best,3,2,1,2
456,33,No,Travel_Rarely,922,Research & Development,1,Doctor,Medical,Low,Female,95,Very High,Very High,Research Director,High,Divorced,16184,4,Y,No,19,Excellent,High,Low,10,2,Better,6,1,0,5
457,31,No,Travel_Rarely,688,Sales,7,Bachelor,Life Sciences,High,Male,44,Medium,High,Manager,Very High,Divorced,11557,9,Y,No,21,Outstanding,High,Low,10,3,Good,5,4,0,1
458,18,Yes,Travel_Frequently,1306,Sales,5,Bachelor,Marketing,Medium,Male,69,High,Low,Sales Representative,Medium,Single,1878,1,Y,Yes,14,Excellent,Very High,None,0,3,Better,0,0,0,0
459,40,No,Non-Travel,1094,Sales,28,Bachelor,Other,High,Male,58,Low,High,Sales Executive,Low,Divorced,10932,3,Y,No,15,Excellent,High,Low,20,2,Better,1,0,0,1
460,41,No,Non-Travel,509,Research & Development,2,Master,Other,Low,Female,62,Medium,Medium,Healthcare Representative,High,Single,6811,2,Y,Yes,17,Excellent,Low,None,10,3,Better,8,7,0,7
461,26,No,Travel_Rarely,775,Sales,29,College,Medical,Low,Male,45,High,Medium,Sales Executive,High,Divorced,4306,5,Y,No,12,Excellent,Low,Medium,8,5,Better,0,0,0,0
462,35,No,Travel_Rarely,195,Sales,1,Bachelor,Medical,Low,Female,80,High,Medium,Sales Executive,High,Single,4859,1,Y,No,16,Excellent,Very High,None,5,3,Better,5,4,0,3
463,34,No,Travel_Rarely,258,Sales,21,Master,Life Sciences,Very High,Male,74,Very High,Medium,Sales Executive,Very High,Single,5337,1,Y,No,12,Excellent,Very High,None,10,3,Better,10,7,5,7
464,26,Yes,Travel_Rarely,471,Research & Development,24,Bachelor,Technical Degree,High,Male,66,Low,Low,Laboratory Technician,Very High,Single,2340,1,Y,Yes,18,Excellent,Medium,None,1,3,Bad,1,0,0,0
465,37,No,Travel_Rarely,799,Research & Development,1,Bachelor,Technical Degree,Medium,Female,59,High,High,Manufacturing Director,Very High,Single,7491,4,Y,No,17,Excellent,Very High,None,12,3,Best,6,5,1,2
466,46,No,Travel_Frequently,1034,Research & Development,18,Below College,Medical,Low,Female,86,High,High,Healthcare Representative,High,Married,10527,5,Y,No,11,Excellent,Very High,None,28,3,Good,2,2,1,2
467,41,No,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,Medium,Female,91,High,Very High,Manager,Low,Married,16595,7,Y,No,16,Excellent,Medium,Low,22,2,Better,18,16,11,8
468,37,No,Non-Travel,142,Sales,9,Master,Medical,Low,Male,69,High,High,Sales Executive,Medium,Divorced,8834,1,Y,No,13,Excellent,Very High,Low,9,6,Better,9,5,7,7
469,52,No,Travel_Rarely,956,Research & Development,6,College,Technical Degree,Very High,Male,78,High,Medium,Research Scientist,Low,Divorced,5577,3,Y,Yes,12,Excellent,Medium,Medium,18,3,Better,10,9,6,9
470,32,Yes,Non-Travel,1474,Sales,11,Master,Other,Very High,Male,60,Very High,Medium,Sales Executive,High,Married,4707,8,Y,No,12,Excellent,Very High,None,6,2,Better,4,2,1,2
471,24,No,Travel_Frequently,535,Sales,24,Bachelor,Medical,Very High,Male,38,High,Low,Sales Representative,Very High,Married,2400,0,Y,No,13,Excellent,High,Medium,3,3,Better,2,2,2,1
472,38,No,Travel_Rarely,1495,Research & Development,10,Bachelor,Medical,High,Female,76,High,Medium,Healthcare Representative,High,Married,9824,3,Y,No,19,Excellent,High,Low,18,4,Better,1,0,0,0
473,37,No,Travel_Rarely,446,Research & Development,1,Master,Life Sciences,Medium,Female,65,High,Medium,Manufacturing Director,Medium,Married,6447,6,Y,No,12,Excellent,Medium,Low,8,2,Good,6,5,4,3
474,49,No,Travel_Rarely,1245,Research & Development,18,Master,Life Sciences,Very High,Male,58,Medium,Very High,Research Director,High,Divorced,19502,1,Y,Yes,17,Excellent,High,Low,31,5,Better,31,9,0,9
475,24,No,Travel_Rarely,691,Research & Development,23,Bachelor,Medical,Medium,Male,89,Very High,Low,Research Scientist,Very High,Married,2725,1,Y,Yes,11,Excellent,Medium,Medium,6,3,Better,6,5,1,4
476,26,No,Travel_Rarely,703,Sales,28,College,Marketing,Low,Male,66,High,Medium,Sales Executive,Medium,Married,6272,1,Y,No,20,Outstanding,Very High,Medium,6,5,Best,5,3,1,4
477,24,No,Travel_Rarely,823,Research & Development,17,College,Other,Very High,Male,94,Medium,Low,Laboratory Technician,Medium,Married,2127,1,Y,No,21,Outstanding,Very High,Low,1,2,Better,1,0,0,0
478,50,No,Travel_Frequently,1246,Human Resources,3,Bachelor,Medical,Low,Male,99,High,Very High,Manager,Medium,Married,18200,1,Y,No,11,Excellent,High,Low,32,2,Better,32,5,10,7
479,25,No,Travel_Rarely,622,Sales,13,Below College,Medical,Medium,Male,40,High,Low,Sales Representative,High,Married,2096,1,Y,No,11,Excellent,High,None,7,1,Better,7,4,0,6
480,24,Yes,Travel_Frequently,1287,Research & Development,7,Bachelor,Life Sciences,Low,Female,55,High,Low,Laboratory Technician,High,Married,2886,1,Y,Yes,16,Excellent,Very High,Low,6,4,Better,6,3,1,2
481,30,Yes,Travel_Frequently,448,Sales,12,Master,Life Sciences,Medium,Male,74,Medium,Low,Sales Representative,Low,Married,2033,1,Y,No,18,Excellent,High,Low,1,2,Best,1,0,0,0
482,34,No,Travel_Rarely,254,Research & Development,1,College,Life Sciences,Medium,Male,83,Medium,Low,Research Scientist,Very High,Married,3622,1,Y,Yes,13,Excellent,Very High,Low,6,3,Better,6,5,1,3
483,31,Yes,Travel_Rarely,1365,Sales,13,Master,Medical,Medium,Male,46,High,Medium,Sales Executive,Low,Divorced,4233,2,Y,No,17,Excellent,High,None,9,2,Bad,3,1,1,2
484,35,No,Travel_Rarely,538,Research & Development,25,College,Other,Low,Male,54,Medium,Medium,Laboratory Technician,Very High,Single,3681,4,Y,No,14,Excellent,Very High,None,9,3,Better,3,2,0,2
485,31,No,Travel_Rarely,525,Sales,6,Master,Medical,Low,Male,66,Very High,Medium,Sales Executive,Very High,Divorced,5460,4,Y,No,22,Outstanding,Very High,Medium,13,4,Best,7,7,5,7
486,27,No,Travel_Rarely,798,Research & Development,6,Master,Medical,Low,Female,66,Medium,Low,Research Scientist,High,Divorced,2187,0,Y,No,12,Excellent,High,Medium,6,5,Good,5,3,0,3
487,37,No,Travel_Rarely,558,Sales,2,Bachelor,Marketing,Very High,Male,75,High,Medium,Sales Executive,High,Married,9602,4,Y,Yes,11,Excellent,High,Low,17,3,Good,3,0,1,0
488,20,No,Travel_Rarely,959,Research & Development,1,Bachelor,Life Sciences,Very High,Female,83,Medium,Low,Research Scientist,Medium,Single,2836,1,Y,No,13,Excellent,Very High,None,1,0,Best,1,0,0,0
489,42,No,Travel_Rarely,622,Research & Development,2,Master,Life Sciences,High,Female,81,High,Medium,Healthcare Representative,Very High,Married,4089,1,Y,No,13,Excellent,Medium,Medium,10,4,Better,10,2,2,2
490,43,No,Travel_Rarely,782,Research & Development,6,Master,Other,Medium,Male,50,Medium,Very High,Research Director,Very High,Divorced,16627,4,Y,Yes,14,Excellent,High,Low,21,3,Good,1,0,0,0
491,38,No,Travel_Rarely,362,Research & Development,1,Below College,Life Sciences,High,Female,43,High,Low,Research Scientist,Low,Single,2619,3,Y,No,17,Excellent,Very High,None,8,3,Good,0,0,0,0
492,43,No,Travel_Frequently,1001,Research & Development,9,Doctor,Medical,Very High,Male,72,High,Medium,Laboratory Technician,High,Divorced,5679,3,Y,Yes,13,Excellent,Medium,Low,10,3,Better,8,7,4,7
493,48,No,Travel_Rarely,1236,Research & Development,1,Master,Life Sciences,Very High,Female,40,Medium,Very High,Manager,Low,Married,15402,7,Y,No,11,Excellent,Low,Low,21,3,Bad,3,2,0,2
494,44,No,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,Low,Female,50,Medium,Medium,Human Resources,High,Single,5985,4,Y,No,11,Excellent,Medium,None,10,1,Best,2,2,0,2
495,34,No,Travel_Rarely,204,Sales,14,Bachelor,Technical Degree,High,Female,31,High,Low,Sales Representative,High,Divorced,2579,1,Y,Yes,18,Excellent,Very High,Medium,8,3,Better,8,2,0,6
496,27,Yes,Travel_Rarely,1420,Sales,2,Below College,Marketing,High,Male,85,High,Low,Sales Representative,Low,Divorced,3041,0,Y,No,11,Excellent,Medium,Low,5,3,Better,4,3,0,2
497,21,No,Travel_Rarely,1343,Sales,22,Below College,Technical Degree,High,Male,49,High,Low,Sales Representative,High,Single,3447,1,Y,No,11,Excellent,High,None,3,2,Better,3,2,1,2
498,44,No,Travel_Rarely,1315,Research & Development,3,Master,Other,Very High,Male,35,High,Very High,Manager,Very High,Married,19513,4,Y,Yes,12,Excellent,Low,Low,26,2,Best,2,2,0,1
499,22,No,Travel_Rarely,604,Research & Development,6,Below College,Medical,Low,Male,69,High,Low,Research Scientist,High,Married,2773,0,Y,No,20,Outstanding,Very High,None,3,3,Better,2,2,2,2
500,33,No,Travel_Rarely,1216,Sales,8,Master,Marketing,High,Male,39,High,Medium,Sales Executive,High,Divorced,7104,0,Y,No,12,Excellent,Very High,None,6,3,Better,5,0,1,2
501,32,No,Travel_Rarely,646,Research & Development,9,Master,Life Sciences,Low,Female,92,High,Medium,Research Scientist,Very High,Married,6322,1,Y,Yes,12,Excellent,Very High,Low,6,2,Good,6,4,0,5
502,30,No,Travel_Frequently,160,Research & Development,3,Bachelor,Medical,High,Female,71,High,Low,Research Scientist,High,Divorced,2083,1,Y,No,20,Outstanding,High,Low,1,2,Better,1,0,0,0
503,53,No,Travel_Rarely,238,Sales,1,Below College,Medical,Very High,Female,34,High,Medium,Sales Executive,Low,Single,8381,7,Y,No,20,Outstanding,Very High,None,18,2,Best,14,7,8,10
504,34,No,Travel_Rarely,1397,Research & Development,1,Doctor,Life Sciences,Medium,Male,42,High,Low,Research Scientist,Very High,Married,2691,1,Y,No,12,Excellent,Very High,Low,10,4,Good,10,9,8,8
505,45,Yes,Travel_Frequently,306,Sales,26,Master,Life Sciences,Low,Female,100,High,Medium,Sales Executive,Low,Married,4286,2,Y,No,14,Excellent,Very High,Medium,5,4,Better,1,1,0,0
506,26,No,Travel_Rarely,991,Research & Development,6,Bachelor,Life Sciences,High,Female,71,High,Low,Laboratory Technician,Very High,Married,2659,1,Y,Yes,13,Excellent,High,Low,3,2,Better,3,2,0,2
507,37,No,Travel_Rarely,482,Research & Development,3,Bachelor,Other,High,Male,36,High,High,Manufacturing Director,High,Married,9434,1,Y,No,15,Excellent,High,Low,10,2,Better,10,7,7,8
508,29,No,Travel_Rarely,1176,Sales,3,College,Medical,Medium,Female,62,High,Medium,Sales Executive,High,Married,5561,1,Y,No,14,Excellent,Low,Low,6,5,Good,6,0,1,2
509,35,No,Travel_Rarely,1017,Research & Development,6,Master,Life Sciences,Medium,Male,82,Low,Medium,Research Scientist,Very High,Single,6646,1,Y,No,13,Excellent,Medium,None,17,3,Better,17,11,11,8
510,33,No,Travel_Frequently,1296,Research & Development,6,Bachelor,Life Sciences,High,Male,30,High,Medium,Healthcare Representative,Very High,Divorced,7725,3,Y,No,23,Outstanding,High,Low,15,2,Bad,13,11,4,7
511,54,No,Travel_Rarely,397,Human Resources,19,Master,Medical,High,Male,88,High,High,Human Resources,Medium,Married,10725,2,Y,No,15,Excellent,High,Low,16,1,Best,9,7,7,1
512,36,No,Travel_Rarely,913,Research & Development,9,College,Medical,Medium,Male,48,Medium,Medium,Manufacturing Director,Medium,Divorced,8847,2,Y,Yes,11,Excellent,High,Low,13,2,Better,3,2,0,2
513,27,No,Travel_Rarely,1115,Research & Development,3,Master,Medical,Low,Male,54,Medium,Low,Research Scientist,Very High,Single,2045,0,Y,No,13,Excellent,Very High,None,5,0,Better,4,2,1,1
514,20,Yes,Travel_Rarely,1362,Research & Development,10,Below College,Medical,Very High,Male,32,High,Low,Research Scientist,High,Single,1009,1,Y,Yes,11,Excellent,Very High,None,1,5,Better,1,0,1,1
515,33,Yes,Travel_Frequently,1076,Research & Development,3,Bachelor,Life Sciences,Low,Male,70,High,Low,Research Scientist,Low,Single,3348,1,Y,Yes,11,Excellent,Low,None,10,3,Better,10,8,9,7
516,35,No,Non-Travel,727,Research & Development,3,Bachelor,Life Sciences,High,Male,41,Medium,Low,Laboratory Technician,High,Married,1281,1,Y,No,18,Excellent,High,Medium,1,3,Better,1,0,0,0
517,23,No,Travel_Rarely,885,Research & Development,4,Bachelor,Medical,Low,Male,58,Very High,Low,Research Scientist,Low,Married,2819,2,Y,No,16,Excellent,Low,Low,5,3,Best,3,2,0,2
518,25,No,Travel_Rarely,810,Sales,8,Bachelor,Life Sciences,Very High,Male,57,Very High,Medium,Sales Executive,Medium,Married,4851,0,Y,No,22,Outstanding,High,Low,4,4,Better,3,2,1,2
519,38,No,Travel_Rarely,243,Sales,7,Master,Marketing,Very High,Female,46,Medium,Medium,Sales Executive,Very High,Single,4028,0,Y,No,20,Outstanding,Low,None,8,2,Better,7,7,0,5
520,29,No,Travel_Frequently,806,Research & Development,1,Master,Life Sciences,Medium,Male,76,Low,Low,Research Scientist,Very High,Divorced,2720,1,Y,No,18,Excellent,Very High,Low,10,5,Better,10,7,2,8
521,48,No,Travel_Rarely,817,Sales,2,Below College,Marketing,Medium,Male,56,Very High,Medium,Sales Executive,Medium,Married,8120,3,Y,No,12,Excellent,Very High,None,12,3,Better,2,2,2,2
522,27,No,Travel_Frequently,1410,Sales,3,Below College,Medical,Very High,Female,71,Very High,Medium,Sales Executive,Very High,Divorced,4647,1,Y,Yes,20,Outstanding,Medium,Medium,6,3,Better,6,5,0,4
523,37,No,Travel_Rarely,1225,Research & Development,10,College,Life Sciences,Very High,Male,80,Very High,Low,Research Scientist,Very High,Single,4680,3,Y,No,17,Excellent,Low,None,4,2,Better,1,0,0,0
524,50,No,Travel_Rarely,1207,Research & Development,28,Below College,Medical,Very High,Male,74,Very High,Low,Laboratory Technician,High,Married,3221,1,Y,Yes,11,Excellent,High,High,20,3,Better,20,8,3,8
525,34,No,Travel_Rarely,1442,Research & Development,9,Bachelor,Medical,Very High,Female,46,Medium,High,Healthcare Representative,Medium,Single,8621,1,Y,No,14,Excellent,Medium,None,9,3,Best,8,7,7,7
526,24,Yes,Travel_Rarely,693,Sales,3,College,Life Sciences,Low,Female,65,High,Medium,Sales Executive,High,Single,4577,9,Y,No,14,Excellent,Low,None,4,3,Better,2,2,2,0
527,39,No,Travel_Rarely,408,Research & Development,2,Master,Technical Degree,Very High,Female,80,Medium,Medium,Healthcare Representative,High,Single,4553,1,Y,No,11,Excellent,Low,None,20,4,Better,20,7,11,10
528,32,No,Travel_Rarely,929,Sales,10,Bachelor,Marketing,Very High,Male,55,High,Medium,Sales Executive,Very High,Single,5396,1,Y,No,12,Excellent,Very High,None,10,2,Good,10,7,0,8
529,50,Yes,Travel_Frequently,562,Sales,8,College,Technical Degree,Medium,Male,50,High,Medium,Sales Executive,High,Married,6796,3,Y,Yes,14,Excellent,Low,Low,18,4,Better,4,3,1,3
530,38,No,Travel_Rarely,827,Research & Development,1,Master,Life Sciences,Medium,Female,33,Very High,Medium,Healthcare Representative,Very High,Single,7625,0,Y,No,13,Excellent,High,None,10,4,Good,9,7,1,8
531,27,No,Travel_Rarely,608,Research & Development,1,College,Life Sciences,High,Female,68,High,High,Manufacturing Director,Low,Married,7412,1,Y,No,11,Excellent,Very High,None,9,3,Better,9,7,0,7
532,32,No,Travel_Rarely,1018,Research & Development,3,College,Life Sciences,High,Female,39,High,High,Research Director,Very High,Single,11159,3,Y,No,15,Excellent,Very High,None,10,6,Better,7,7,7,7
533,47,No,Travel_Rarely,703,Sales,14,Master,Marketing,Very High,Male,42,High,Medium,Sales Executive,Low,Single,4960,2,Y,No,12,Excellent,Very High,None,20,2,Better,7,7,1,7
534,40,No,Travel_Frequently,580,Sales,5,Master,Life Sciences,Very High,Male,48,Medium,High,Sales Executive,Low,Married,10475,5,Y,Yes,21,Outstanding,High,Low,20,2,Better,18,13,1,12
535,53,No,Travel_Rarely,970,Research & Development,7,Bachelor,Life Sciences,High,Male,59,Very High,Very High,Research Director,High,Married,14814,3,Y,No,19,Excellent,High,None,32,3,Better,5,1,1,3
536,41,No,Travel_Rarely,427,Human Resources,10,Master,Human Resources,Medium,Male,73,Medium,Very High,Manager,Very High,Divorced,19141,3,Y,No,15,Excellent,Medium,High,23,2,Good,21,6,12,6
537,60,No,Travel_Rarely,1179,Sales,16,Master,Marketing,Low,Male,84,High,Medium,Sales Executive,Low,Single,5405,8,Y,No,14,Excellent,Very High,None,10,1,Better,2,2,2,2
538,27,No,Travel_Frequently,294,Research & Development,10,College,Life Sciences,Very High,Male,32,High,High,Manufacturing Director,Low,Divorced,8793,1,Y,No,21,Outstanding,High,Medium,9,4,Good,9,7,1,7
539,41,No,Travel_Rarely,314,Human Resources,1,Bachelor,Human Resources,Very High,Male,59,Medium,Very High,Manager,High,Married,19189,1,Y,No,12,Excellent,Medium,Low,22,3,Better,22,7,2,10
